Glon,Glat,ra,dec,HIP,vmag,VarFlag,BTmag,VTmag,B-V
234.5503,-3.2927,110.02001899999999,-20.704094,35544,6.99,,7.001,6.99,0.011000000000000001
30.2058,-33.0834,312.053836,-16.521325,102658,6.99,,7.5329999999999995,7.0489999999999995,0.456
102.0358,35.1073,253.618763,70.46401,82718,6.99,,7.103,7.0089999999999995,0.092
269.3131,-33.6147,81.913964,-60.415994999999995,25544,6.99,1.0,7.939,7.085,0.755
295.8084,8.7143,180.967486,-53.498205000000006,58820,6.99,,8.089,7.087000000000001,0.8759999999999999
158.5036,-67.9294,25.633346,-8.659507000000001,7983,6.99,,8.42,7.105,1.117
333.7009,20.7172,227.94112400000003,-33.638875,74357,6.99,,8.187000000000001,7.1129999999999995,0.93
325.6442,-17.3551,262.60375899999997,-66.86997,85668,6.99,,6.869,6.974,-0.091
318.3425,-79.4158,9.343849,-37.28808,2944,6.99,,7.88,7.077999999999999,0.723
359.2271,-32.8995,304.0619,-41.478528999999995,99907,6.99,,8.884,7.176,1.426
57.7887,12.6924,282.305725,27.720162,92343,6.98,,8.5,7.1160000000000005,1.171
43.7099,14.1308,274.81798100000003,15.826041,89777,6.98,,7.313,7.007000000000001,0.29100000000000004
356.8919,14.4091,251.28611099999998,-23.184045,82007,6.98,,7.494,7.035,0.446
84.9373,36.032,257.785095,56.659206999999995,84062,6.98,,7.877000000000001,7.065,0.705
216.7107,-27.4911,79.397922,-15.219565,24670,6.98,,6.882000000000001,6.947,-0.036000000000000004
310.6332,-31.4294,317.336412,-82.027259,104436,6.98,,7.729,7.047000000000001,0.619
106.9055,-55.9101,3.910945,5.843847,1249,6.98,,8.469,7.11,1.151
190.4875,5.702,97.591115,22.544916,31000,6.98,,7.013999999999999,6.987,0.03
294.1804,-7.1118,168.727843,-68.327887,54931,6.98,,9.148,7.186,1.6269999999999998
8.0961,61.5546,219.181904,12.878125,71452,6.98,,7.08,6.9910000000000005,0.087
221.3333,35.1276,137.861961,8.975987,45111,6.98,,8.95,7.142,1.505
324.8961,-38.9094,321.169342,-68.227834,105712,6.98,1.0,7.879,7.065,0.723
118.735,17.7722,349.50608,79.87433,115044,6.98,,7.122999999999999,6.997000000000001,0.122
346.2462,26.4641,234.38044700000003,-22.117017999999998,76508,6.98,,7.314,7.017,0.282
357.5947,-12.142,277.79789500000004,-36.809222999999996,90775,6.98,,7.354,7.015,0.349
50.8893,-52.4999,336.673614,-11.228199,110786,6.98,,7.289,7.006,0.26899999999999996
17.6649,-41.2398,317.243425,-28.477662,104398,6.98,,8.171,7.096,0.9309999999999999
124.6597,23.1612,34.748653999999995,85.73615600000001,10800,6.98,,8.127,7.087000000000001,0.904
230.9184,-0.7615,110.58182099999999,-16.311298999999998,35740,6.98,,8.82,7.127000000000001,1.4140000000000001
30.6805,-32.1505,311.31241,-15.798255,102419,6.98,,7.375,6.996,0.359
224.7283,14.6181,121.24430500000001,-3.4958099999999996,39556,6.98,,6.989,6.979,0.011000000000000001
332.7327,46.2181,213.42911099999998,-11.838386,69500,6.98,,8.283999999999999,7.104,1.016
279.6702,61.5161,182.002455,0.6213,59164,6.98,,7.431,7.0329999999999995,0.4
238.1108,9.6356,123.732749,-17.275961,40406,6.98,,7.537999999999999,7.04,0.49
278.9311,-39.0389,65.982763,-66.73711800000001,20529,6.98,,7.359,7.013,0.32
15.413,-9.3871,283.452523,-19.797128,92733,6.98,,8.699,7.093999999999999,1.45
103.3475,42.5885,233.650674,67.80549,76256,6.98,,7.962999999999999,7.072,0.7929999999999999
105.4033,47.2314,222.591232,65.64583499999999,72578,6.98,1.0,9.083,7.162999999999999,1.594
45.5224,-34.3059,318.765855,-5.551887000000001,104910,6.98,,8.907,7.154,1.4609999999999999
351.5456,-41.664,316.033834,-47.960918,103988,6.98,,8.467,7.071000000000001,1.18
53.7493,-21.3655,311.487513,7.3791199999999995,102474,6.98,,7.058,6.992999999999999,0.065
103.1746,15.0831,312.10663,68.032895,102684,6.98,,7.417000000000001,7.015,0.38
204.4663,-9.8758,90.205508,2.916008,28485,6.98,,8.119,7.0889999999999995,0.897
333.3967,-10.389,258.47114300000004,-56.800578,84288,6.98,,7.525,7.034,0.45
178.4401,36.7206,129.064854,42.579862,42197,6.98,,7.212999999999999,7.016,0.188
269.433,4.8097,142.369048,-44.532352,46535,6.98,,7.569,7.027,0.502
58.1691,27.7031,266.071091,33.226122,86808,6.98,,6.841,6.965,-0.10800000000000001
135.5108,34.2329,139.255851,77.07419200000001,45550,6.98,,7.077999999999999,6.986000000000001,0.08
136.7723,11.7226,55.688311999999996,69.845651,17347,6.98,,7.28,6.981,0.2
356.9602,-16.688,282.786435,-39.17487,92508,6.98,,8.873,7.157,1.432
158.2373,-0.5162,69.524491,46.233653000000004,21583,6.98,,8.535,7.082000000000001,1.189
342.3107,85.7676,195.79335,23.826572,63692,6.98,1.0,9.087,7.164,1.631
65.6132,-5.7062,304.57107,25.648254,100088,6.98,,6.791,6.959,-0.14300000000000002
190.9924,-8.1278,85.07856899999999,15.350079000000001,26692,6.98,,7.303999999999999,6.965,0.318
139.391,-9.4779,38.667837,50.065764,11997,6.98,,7.035,6.986000000000001,0.05
303.0496,27.7892,192.986642,-35.082415000000005,62785,6.98,,8.686,7.112,1.32
157.9219,-7.5729,62.236717000000006,41.504015,19370,6.98,,7.146,7.007000000000001,0.134
79.0199,-50.6992,346.761151,3.052243,114148,6.98,,8.389,7.122999999999999,1.079
232.039,-46.0876,63.49499,-32.042066999999996,19743,6.98,,8.263,7.081,1.013
58.4018,6.8785,288.47245,25.758819,94485,6.98,,7.005,6.981,0.027000000000000003
3.8483,23.4643,248.033686,-12.431642,80974,6.98,,7.153,6.999,0.14
78.4458,5.2664,302.004833,42.385006,99170,6.98,,8.334,7.166,0.7
190.8313,-41.3535,56.995231999999994,-2.861417,17744,6.98,,7.28,7.011,0.256
249.5229,-73.3919,29.351075,-36.057421000000005,9112,6.98,1.0,7.285,6.999,0.271
135.7284,-1.088,38.494368,59.21212,11932,6.98,,8.886000000000001,7.146,1.4509999999999998
35.0878,39.4985,247.21944,18.414054999999998,80725,6.98,,7.941,6.978,0.848
246.4701,32.2752,147.181205,-9.918645,48126,6.98,,6.985,6.981,0.009000000000000001
74.39,-4.6886,309.434685,33.366492,101788,6.97,,8.761000000000001,7.4079999999999995,1.112
304.3069,49.4092,193.779272,-13.452751999999998,63046,6.97,,8.521,7.117000000000001,1.187
176.4857,19.4865,105.99318999999998,40.582192,34068,6.97,,8.066,7.061,0.878
266.6657,-29.38,90.148901,-58.102088,28464,6.97,,7.093999999999999,6.97,0.098
345.6593,29.6893,231.709828,-20.005077,75607,6.97,,7.9,7.056,0.742
316.7677,22.7925,209.179641,-38.319128000000006,68114,6.97,,8.602,7.112,1.254
74.6834,19.3685,282.151185,45.261758,92291,6.97,,7.377999999999999,7.0120000000000005,0.34700000000000003
297.2923,5.9827,182.675261,-56.442308,59360,6.97,,7.12,6.98,0.127
16.1173,-3.5279,278.258437,-16.560188,90939,6.97,,8.816,7.132000000000001,1.46
262.8677,16.9103,146.766479,-31.268119,47999,6.97,,7.04,6.985,0.05
166.9115,0.4702,78.062372,40.101562,24239,6.97,,7.002000000000001,6.9670000000000005,0.037000000000000005
306.1905,-41.9789,3.5173690000000004,-74.912002,1126,6.97,,8.725,7.124,1.341
339.0521,41.0497,220.13398999999998,-14.046753,71745,6.97,,9.105,7.1610000000000005,1.629
33.8085,17.2657,267.76751,8.530827,87363,6.97,,7.377999999999999,7.007999999999999,0.35100000000000003
205.3086,41.812,139.440209,23.078818,45606,6.97,,8.448,7.086,1.1540000000000001
119.5989,73.5425,194.16173899999998,43.552015000000004,63179,6.97,,7.109,6.9879999999999995,0.113
208.5601,19.7059,118.7583,12.569494,38669,6.97,,8.232999999999999,7.077999999999999,0.992
199.0981,-73.0358,30.6469,-21.965777,9534,6.97,,6.832000000000001,6.947,-0.106
152.2431,-2.7954,60.842158,48.840856,18923,6.97,1.0,7.577999999999999,7.026,0.5429999999999999
160.0716,39.4255,134.237271,56.888936,43933,6.97,,8.892000000000001,7.12,1.476
26.7485,-66.3276,346.20912599999997,-27.136058000000002,113967,6.97,,7.2410000000000005,6.997999999999999,0.221
85.9021,28.5889,271.499722,57.359359,88654,6.97,,8.633,7.103,1.285
274.8044,-80.7261,18.194664000000003,-35.205562,5665,6.97,,8.315,7.09,1.05
134.4654,-49.5826,20.492901999999997,12.604167,6376,6.97,,8.195,7.09,0.953
224.491,7.0353,114.464848,-6.958009,37138,6.97,,6.832000000000001,6.952000000000001,-0.10400000000000001
106.2153,23.1838,293.792601,74.37747900000001,96335,6.97,,8.32,7.096,1.046
231.3643,-59.075,48.12912,-32.396619,14925,6.97,,8.604,7.104,1.262
126.1454,-61.0473,14.415234,1.785612,4500,6.97,,8.524,7.101,1.19
91.5842,-67.6948,1.3676760000000001,-7.66542,458,6.97,,8.855,7.124,1.444
38.6187,57.7697,228.9227,25.642537,74678,6.97,,6.8839999999999995,6.95,-0.078
108.7547,69.033,200.280552,47.269740999999996,65154,6.97,,8.113,7.077999999999999,0.9
55.029,42.8645,247.62384500000002,33.750881,80839,6.97,,8.237,7.084,0.99
206.42,-36.8827,66.947905,-11.124328,20829,6.97,,8.258,7.082999999999999,1.008
202.7782,-26.7469,74.609167,-3.732886,23116,6.97,,7.567,7.031000000000001,0.516
192.1544,26.9511,120.133871,29.212356,39157,6.97,,7.872000000000001,7.064,0.716
307.4716,-5.2217,204.83452,-67.67081999999999,66618,6.97,,7.728,7.032,0.618
250.3427,64.1242,172.247025,10.037925,56028,6.97,,7.546,7.0329999999999995,0.48200000000000004
263.9019,21.806,151.300063,-28.19704,49411,6.97,,6.944,6.962999999999999,-0.015
303.0338,31.6698,192.960811,-31.201919,62773,6.97,1.0,6.899,6.954,-0.055
268.9112,-10.8903,123.13631799999999,-54.146452000000004,40188,6.97,,7.371,7.004,0.35200000000000004
66.5692,-40.8491,333.69550499999997,4.282482,109837,6.97,,8.23,7.081,0.987
99.4308,17.564,301.749994,66.307996,99090,6.97,,7.044,6.973,0.07
292.3815,5.1769,173.76441599999998,-56.122324,56507,6.97,,8.152999999999999,7.085,0.917
77.7587,4.2259,302.684571,41.247023999999996,99420,6.97,,7.226,6.992999999999999,0.222
272.97,-9.5343,129.04253400000002,-56.71236,42191,6.97,,7.517,7.024,0.485
293.3835,3.7864,174.794411,-57.739527,56841,6.97,1.0,6.9,6.928,-0.023
247.2186,-2.9618,117.173824,-31.617811,38118,6.97,1.0,6.8260000000000005,6.949,-0.106
64.885,-13.6554,311.194975,20.489704,102384,6.97,,7.29,7.0089999999999995,0.267
356.6478,4.3746,260.115022,-29.36502,84846,6.97,,7.037999999999999,6.974,0.057999999999999996
228.6042,-1.4947,108.78631999999999,-14.60945,35072,6.97,,8.677999999999999,7.091,1.33
196.9324,-55.6283,46.827396,-13.761783,14501,6.97,,7.78,7.046,0.645
232.7299,30.5637,138.716622,-1.58711,45378,6.97,,7.07,6.974,0.1
319.1536,-67.24,3.4378660000000005,-48.684187,1101,6.97,,7.195,6.9879999999999995,0.18
217.0669,77.35,178.852129,25.522225,58135,6.97,,8.54,7.102,1.2229999999999999
344.4989,28.7427,231.522352,-21.380235,75552,6.97,,8.411,7.1,1.114
323.0259,41.16,208.757234,-19.217271,67958,6.97,,8.211,7.0920000000000005,0.9640000000000001
31.7589,-14.3597,295.188004,-7.512345,96813,6.97,,7.5889999999999995,7.028,0.525
185.4793,-1.6653,87.96107099999999,23.382793,27696,6.97,,9.083,7.175,1.584
155.449,-51.8965,32.342754,5.986203,10047,6.97,,7.4270000000000005,7.02,0.408
206.8755,69.2035,169.43463899999998,27.362221999999996,55170,6.96,,7.2139999999999995,6.9879999999999995,0.2
221.4262,22.8769,126.981726,3.218562,41508,6.96,,8.44,7.0889999999999995,1.088
226.1011,-69.6788,35.810576,-29.869322999999998,11131,6.96,,7.745,7.153,0.5660000000000001
137.0001,31.5898,126.222026,76.96488000000001,41239,6.96,,8.713,7.106,1.3459999999999999
220.3734,1.2501,107.38462700000001,-6.043919,34559,6.96,,7.23,6.984,0.23600000000000002
310.1723,-12.303,218.87271800000002,-73.69430899999999,71350,6.96,,9.014,7.122000000000001,1.5719999999999998
154.1231,25.9146,107.536177,62.13589,34615,6.96,,8.931000000000001,7.098,1.525
257.176,-22.9044,98.240443,-48.54452,31223,6.96,,7.502999999999999,7.018,0.469
215.6652,-64.7206,41.060896,-25.495393,12780,6.96,,7.725,7.023,0.634
167.1227,6.5709,85.012112,43.324359,26666,6.96,,8.868,7.122999999999999,1.455
39.2097,-25.4835,308.356427,-6.219392,101436,6.96,1.0,9.083,7.162000000000001,1.629
288.3308,15.8577,172.898099,-44.738465000000005,56228,6.96,1.0,8.976,7.135,1.531
270.9518,-60.3907,37.044857,-50.302719,11488,6.96,,8.421,7.095,1.125
28.6392,27.2994,256.530244,8.623178999999999,83675,6.96,,8.958,7.126,1.524
9.8437,-5.4484,277.02957299999997,-22.999635,90513,6.96,,8.283999999999999,7.087000000000001,1.0190000000000001
351.3707,-39.1676,312.311423,-48.224484000000004,102759,6.96,,8.283999999999999,7.071000000000001,1.037
174.3922,-41.0761,49.287516,6.799888,15279,6.96,,7.261,6.985,0.263
258.7429,-2.3003,125.53411299999999,-40.991456,41006,6.96,,7.2,6.72,0.46799999999999997
4.0898,56.0932,222.42570600000002,7.986752,72527,6.96,,7.867999999999999,7.097,0.71
248.895,15.1055,134.97346299999998,-22.691517,44175,6.96,,7.443,7.002000000000001,0.43
107.3719,10.3936,328.67906,67.753801,108151,6.96,,7.359,6.999,0.331
353.8273,-28.8841,297.545169,-45.379536,97593,6.96,,8.344,7.077000000000001,1.079
61.6857,-24.1422,318.051059,11.781504,104677,6.96,,9.122,7.16,1.6269999999999998
348.117,-76.3283,0.859497,-36.251193,277,6.96,,7.347,7.007000000000001,0.353
42.6992,-28.0165,312.06477,-4.640282,102666,6.96,,8.462,7.081,1.169
69.0109,-1.5134,302.726636,30.789686,99431,6.96,,6.817,6.937,-0.10400000000000001
353.4844,-31.5731,301.282896,-46.096999,98918,6.96,,8.926,7.129,1.4780000000000002
300.1067,49.6887,190.98306200000002,-13.141922000000001,62125,6.96,,7.327000000000001,7.001,0.309
171.6353,3.6936,84.903337,37.988887,26632,6.96,,6.962999999999999,6.952000000000001,0.015
127.9088,4.4119,25.539123999999997,66.792332,7956,6.96,,8.469,7.099,1.16
74.4996,-11.6547,315.873041,29.0925,103930,6.96,,8.152000000000001,6.997000000000001,0.98
130.5017,48.5232,179.500958,67.812096,58358,6.96,,8.434,7.0729999999999995,1.153
197.2865,19.7705,114.41731599999999,22.340059,37121,6.96,,8.318,7.086,1.052
273.6759,-46.7676,54.542655,-59.77638100000001,16959,6.96,,7.4110000000000005,6.997999999999999,0.40399999999999997
351.877,-31.1143,300.355059,-47.397345,98577,6.96,,7.403,7.026,0.35600000000000004
281.3162,10.1621,160.591612,-47.220281,52378,6.96,,8.69,7.105,1.33
146.8329,-10.1191,47.995284000000005,46.128603000000005,14871,6.96,,7.305,6.9879999999999995,0.301
67.5768,-19.0852,317.441193,19.210753,104471,6.96,,7.537000000000001,7.005,0.507
290.6748,54.8982,185.789746,-7.299125,60407,6.96,,8.207,7.067,0.98
250.3163,22.1901,141.703792,-19.155120999999998,46336,6.96,,7.169,6.986000000000001,0.168
231.2749,-20.4002,91.686064,-24.926736,28966,6.96,,7.375,7.007000000000001,0.384
139.7367,28.0944,110.46110800000001,75.08952,35690,6.96,1.0,6.992999999999999,6.962999999999999,0.031
221.9178,-45.6612,62.495762,-25.041871,19453,6.95,,8.419,7.095,1.124
182.9217,8.8104,96.917967,30.645177,30747,6.95,,8.494,7.082999999999999,1.192
236.8642,-33.4227,79.09934399999999,-33.537822999999996,24577,6.95,,8.217,7.063,0.991
151.1949,-17.8816,47.367446,37.301459,14666,6.95,,8.35,7.077000000000001,1.084
167.1981,68.2304,172.707953,41.286874,56165,6.95,1.0,7.489,7.017,0.456
122.0784,-48.0586,12.269416,14.809203,3823,6.95,,8.933,7.107,1.5190000000000001
205.8559,9.7817,108.457191,10.690779,34942,6.95,,8.212,7.046,1.0
226.0397,28.9442,134.306827,2.524879,43966,6.95,,7.385,7.0,0.364
185.1011,1.8012,91.050298,25.443945000000003,28742,6.95,,8.138,7.046,0.95
170.075,11.5007,92.873936,43.165166,29373,6.95,,8.255,7.079,1.008
180.8324,-48.7899,46.803408000000005,-1.80275,14494,6.95,,8.157,7.058,0.968
171.2854,-70.2192,27.916991999999997,-13.233823000000001,8672,6.95,,8.924,7.099,1.518
164.8028,21.2093,103.35905,51.518028,33085,6.95,,7.456,6.995,0.43799999999999994
331.0196,52.2235,209.74964,-6.925236,68309,6.95,,8.2,7.067,0.975
58.9131,-7.529,302.30580499999996,19.073142999999998,99281,6.95,,8.017999999999999,7.047999999999999,0.852
223.7404,-78.0769,26.239856,-28.726546000000003,8160,6.95,1.0,8.999,7.145,1.574
132.8941,19.4728,65.0115,78.079587,20225,6.95,,8.224,7.055,1.003
90.8165,58.3853,219.502961,51.578354,71548,6.95,,7.5120000000000005,7.037999999999999,0.46799999999999997
221.7775,-50.4946,57.251018,-26.032593,17838,6.95,,7.409,6.997000000000001,0.40299999999999997
306.2976,5.6488,199.02770800000002,-57.061589,64739,6.95,,7.3870000000000005,7.053,0.32299999999999995
312.286,52.0775,198.687976,-10.370382000000001,64625,6.95,1.0,9.0,7.145,1.5419999999999998
284.0216,57.6143,182.840824,-3.7788690000000003,59422,6.95,,7.4510000000000005,6.9910000000000005,0.45
157.4629,4.2796,74.260451,49.922073,23020,6.95,,7.4110000000000005,6.992999999999999,0.395
304.4399,14.2422,195.070322,-48.60371,63464,6.95,,8.139,7.0089999999999995,0.972
32.5201,73.5527,211.19143799999998,25.817745000000002,68785,6.95,,7.504,7.0,0.484
95.5616,-46.1177,353.79537799999997,12.662005,116396,6.95,1.0,7.082000000000001,6.9639999999999995,0.114
213.0196,-22.401,82.749751,-10.081088000000001,25840,6.95,,7.638999999999999,7.004,0.561
3.8809,-28.5198,299.55565,-36.686925,98287,6.95,,7.377999999999999,6.997999999999999,0.371
115.5046,-33.0045,5.707827,29.454279999999997,1799,6.95,1.0,7.188,6.966,0.212
128.6136,-20.5849,20.020447,41.970526,6241,6.95,,7.331,6.986000000000001,0.35200000000000004
25.1902,0.3126,279.032664,-6.74206,91185,6.95,,8.662,7.082000000000001,1.325
295.6841,60.3482,189.278453,-2.322103,61578,6.95,,7.521,7.013,0.484
112.7236,-38.9303,4.2291620000000005,23.256193,1353,6.95,,8.272,7.056,1.06
42.7082,-6.2577,292.930258,5.769076999999999,96047,6.95,,7.481,7.005,0.485
304.5643,26.5736,194.67045,-36.275196,63331,6.95,,7.162000000000001,6.975,0.172
82.958,-38.932,341.840319,14.123120000000002,112505,6.95,,8.562999999999999,7.069,1.2570000000000001
55.3439,41.6638,249.09289700000002,33.82178,81303,6.95,,8.355,7.075,1.089
243.1823,0.7341,118.455269,-26.262086,38571,6.95,,8.106,7.053999999999999,0.9129999999999999
83.8416,-19.6521,329.670137,29.81263,108490,6.95,,7.547000000000001,7.015,0.501
21.9371,-3.4124,280.88180800000004,-11.337012,91847,6.95,1.0,9.413,7.218,1.8130000000000002
305.0404,7.1994,196.564875,-55.61166899999999,63943,6.95,,9.074,7.151,1.5959999999999999
245.2704,-3.4721,115.52776399999999,-30.186312,37524,6.95,1.0,6.735,6.909,-0.15
149.8491,29.3682,114.62011399999999,66.235168,37196,6.95,,8.649,7.082000000000001,1.315
329.0559,38.5052,214.36529,-19.963774,69828,6.95,1.0,7.235,6.979,0.244
170.0155,-39.7974,47.704813,10.005896,14778,6.95,1.0,9.267000000000001,7.181,1.726
5.4511,-74.135,355.96569700000003,-33.427779,117057,6.95,,7.522,7.005,0.488
20.3668,-2.5715,279.386846,-12.349872,91314,6.95,,7.504,7.01,0.47600000000000003
14.8621,-35.9746,310.81666,-29.423909000000002,102264,6.95,,7.777,7.029,0.6709999999999999
110.8328,47.2133,214.978596,67.782495,70041,6.95,,6.962999999999999,6.9510000000000005,0.02
287.4395,21.6615,174.241726,-38.959542,56649,6.95,,7.006,6.956,0.045
119.3425,32.3294,222.91882400000003,83.937483,72687,6.95,,8.741,7.093,1.3780000000000001
48.2493,32.9951,257.486967,26.455370000000002,83975,6.95,,8.43,7.0760000000000005,1.147
112.6944,22.1056,309.002844,79.430385,101634,6.95,,6.757999999999999,6.915,-0.13699999999999998
249.1868,22.8322,141.486641,-17.947354,46259,6.95,,8.198,7.055,0.983
194.0302,41.4858,136.90735,31.200556,44781,6.95,,8.749,7.117999999999999,1.365
188.8317,-56.6641,43.529415,-10.442295,13520,6.95,,7.446000000000001,6.996,0.435
62.6434,-38.0898,329.618401,3.7769169999999996,108473,6.95,,7.651,7.027,0.5770000000000001
199.9203,65.8183,165.45536299999998,29.871322999999997,53906,6.95,,8.397,7.114,1.1
281.3625,7.8785,158.965158,-49.231068,51870,6.95,,7.109,6.974,0.13
82.2387,44.4175,243.94700699999999,53.236672,79685,6.95,,7.414,6.987,0.40299999999999997
145.5928,-58.2074,24.582994,2.586067,7632,6.94,,8.808,7.082999999999999,1.439
256.9973,9.3756,135.715903,-32.440056,44415,6.94,,6.893,6.933,-0.018000000000000002
130.2729,-6.2463,25.945970000000003,55.877486,8081,6.94,,7.228,6.982,0.23399999999999999
56.0567,-15.0086,307.286505,12.681051,101055,6.94,1.0,6.965,6.942,0.013999999999999999
141.7109,13.2644,68.279686,67.63143199999999,21219,6.94,,7.149,6.968,0.17300000000000001
193.3914,11.4529,104.548958,22.475887,33537,6.94,,7.711,7.007999999999999,0.62
208.1229,44.2392,142.598125,21.812688,46621,6.94,,7.2170000000000005,6.965,0.24
339.1998,-20.3174,279.17262999999997,-56.226977000000005,91245,6.94,,8.355,7.059,1.102
355.1782,30.8974,237.10410699999997,-13.499284,77433,6.94,,8.716000000000001,7.1,1.3530000000000002
4.8611,-19.8412,289.746074,-33.278286,94926,6.94,,7.653,7.017,0.579
230.2681,-47.7304,61.402742,-31.050964,19091,6.94,,7.587000000000001,7.002000000000001,0.5479999999999999
49.0242,4.7236,286.00802000000004,16.463307999999998,93632,6.94,,8.635,7.087999999999999,1.2990000000000002
250.2199,14.3653,135.222263,-24.153642,44268,6.94,,7.0520000000000005,6.952999999999999,0.09699999999999999
119.9463,-11.0337,8.125005,51.728256,2557,6.94,,8.355,7.06,1.101
267.2049,50.8214,171.090653,-5.909976,55666,6.94,,7.58,7.0089999999999995,0.541
326.3008,24.8846,218.36440699999997,-33.316061,71179,6.94,,8.249,7.041,1.033
266.2903,60.2287,175.606424,2.362111,57107,6.94,,7.475,6.997000000000001,0.488
225.0899,23.0814,128.78903799999998,0.362622,42119,6.94,,8.165,7.056,0.956
49.3503,-22.2656,310.073598,3.441279,102010,6.94,,8.398,7.057,1.137
325.2635,-0.0207,234.895392,-55.42706999999999,76687,6.94,,8.902000000000001,7.086,1.511
359.5521,-7.6464,273.91742999999997,-33.091568,89486,6.94,,6.9479999999999995,6.934,0.013000000000000001
292.5531,-40.837,42.185092,-73.841503,13119,6.94,1.0,9.02,7.122000000000001,1.61
272.4121,27.5983,162.24023,-27.917794,52883,6.94,,7.232,6.97,0.233
61.6638,81.0046,202.078138,31.149233000000002,65709,6.94,,8.754,7.097,1.386
226.2509,-9.2637,100.498746,-16.00721,32069,6.94,,6.853,6.893,-0.027000000000000003
168.1707,65.7376,169.619684,42.316356,55218,6.94,,8.177999999999999,7.023,1.0090000000000001
338.3115,-7.358,258.93622999999997,-51.083271999999994,84434,6.94,1.0,6.96,6.954,0.027999999999999997
23.6736,44.3102,239.189675,12.477928,78097,6.94,,8.185,7.726,0.40700000000000003
0.8333,32.814,238.926137,-8.647644,78003,6.94,,8.35,7.0760000000000005,1.085
79.9967,10.7504,296.464923,46.485538,97243,6.94,,8.788,7.096,1.413
308.6244,-29.6197,310.64128999999997,-84.407112,102205,6.94,,7.194,6.957000000000001,0.221
70.4081,88.0235,194.640929,28.319569,63320,6.94,,7.233,6.9639999999999995,0.256
61.6341,-47.6131,336.560174,-2.78898,110753,6.94,,7.471,6.994,0.461
219.5206,18.9453,122.668194,2.9494830000000003,40036,6.94,,8.201,7.046,0.992
207.2636,-14.7589,87.17087,-1.785566,27446,6.94,,8.807,7.095,1.453
350.2307,-11.8963,273.45291000000003,-43.204336,89345,6.94,,8.295,7.066,1.05
5.0014,-23.0335,293.425873,-34.197697,96199,6.94,,7.011,6.947,0.039
222.5543,75.0726,176.75378700000002,23.720473000000002,57488,6.94,1.0,7.527,7.017,0.521
15.9814,16.0062,260.768467,-7.104564,85064,6.94,,7.757999999999999,7.022,0.6890000000000001
355.8045,-57.5841,337.565606,-42.29107,111085,6.94,,6.869,6.919,-0.046
208.9735,-11.1102,91.17847900000001,-1.580463,28792,6.94,,7.059,6.945,0.099
64.5866,-54.884,343.364806,-5.988043,113028,6.94,,7.32,6.966,0.336
176.0033,58.5612,158.785819,41.908927,51813,6.94,,8.911,7.096,1.51
133.755,-0.9735,34.935325,60.029543000000004,10856,6.94,,7.197,6.954,0.22399999999999998
222.7405,12.0261,118.035256,-3.054133,38410,6.94,,7.257000000000001,6.947,0.276
258.151,-47.9691,59.56347099999999,-49.609994,18554,6.94,,8.296,7.055,1.07
331.829,-24.9491,284.618495,-64.001475,93151,6.94,,8.633,7.087999999999999,1.297
92.0658,-29.1931,342.861073,26.391018,112871,6.94,,7.246,6.976,0.22699999999999998
147.6443,-23.2018,40.576962,34.294740000000004,12628,6.94,,8.274,7.063,1.036
168.8917,44.4832,140.634164,49.544821999999996,45974,6.94,,6.872999999999999,6.905,-0.026000000000000002
238.6999,-31.4725,81.810909,-34.614363,25504,6.94,,8.09,7.055,0.9
224.7897,27.0777,132.136864,2.563662,43241,6.93,,8.315,7.044,1.082
178.7388,68.9726,170.972217,37.234831,55641,6.93,1.0,7.232,6.9639999999999995,0.259
94.5588,77.5834,200.295369,37.857107,65159,6.93,,7.582000000000001,6.989,0.5539999999999999
264.2961,18.3401,149.06493,-31.091485,48723,6.93,,6.937,6.919,0.003
18.1493,50.2714,232.01887000000002,11.861666,75714,6.93,,7.364,6.976,0.36700000000000005
94.2011,21.2587,289.221336,63.2074,94760,6.93,,7.72,7.207000000000001,0.505
340.0047,-41.4657,317.892937,-56.5172,104620,6.93,,8.363,7.053999999999999,1.112
298.9436,-14.7273,175.38571100000001,-77.054693,57027,6.93,,7.406000000000001,6.98,0.402
3.5579,11.9407,257.56223900000003,-19.436267,83998,6.93,,6.9479999999999995,6.935,0.017
77.2342,-55.5849,348.993028,-1.4238899999999999,114864,6.93,,8.612,7.077999999999999,1.301
129.3825,-54.3213,16.656774,8.360039,5209,6.93,,7.2860000000000005,6.968999999999999,0.301
52.756,21.6133,270.975562,26.651252000000003,88474,6.93,,7.4239999999999995,6.981,0.43200000000000005
50.0163,5.1899,286.04066,17.556091000000002,93645,6.93,,7.484,6.979,0.475
12.5883,16.1501,258.92118,-9.808807,84430,6.93,,7.952999999999999,7.058,0.7959999999999999
160.3573,6.4967,79.635984,48.923501,24766,6.93,,8.584,7.059,1.2819999999999998
25.9309,-10.5758,289.217558,-10.971775,94757,6.93,,7.603,6.9910000000000005,0.57
117.0616,32.9661,232.46236000000002,82.263616,75870,6.93,,7.379,6.979,0.37799999999999995
233.891,-53.9792,54.214243999999994,-33.780671000000005,16851,6.93,,7.483,6.9879999999999995,0.47700000000000004
15.2064,35.716,243.592186,2.647193,79595,6.93,,7.5489999999999995,6.989,0.5429999999999999
39.7712,-20.5595,304.209425,-3.491681,99956,6.93,,7.671,7.108,0.526
