HIP,gLon,gLat,ra,dec,vmag
46130,227.7723,35.9386,141.105948,4.7648779999999995,7.56
82558,13.4985,23.4967,253.125765,-5.14964,7.56
98246,32.2436,-18.8498,299.473744,-9.058465,7.56
103085,62.6464,-17.7268,313.306782,16.341647000000002,7.56
97493,54.303,-4.6657,297.241942,16.627692,7.56
29604,226.7134,-16.7186,93.579196,-19.525387,7.56
57421,285.822,32.7365,176.58778999999998,-27.963547,7.56
114126,80.8119,-49.0845,346.694044,5.035882,7.56
57829,265.1505,65.2583,177.89209499999998,6.876656,7.56
1689,114.3573,-37.0289,5.291755,25.33831,7.56
23494,191.2027,-19.0068,75.7587,9.38242,7.56
115820,103.3517,-26.7141,351.957091,32.958825,7.56
70089,36.4337,70.1421,215.137335,26.572817999999998,7.56
97332,104.5752,21.7484,296.72545099999996,72.464629,7.56
57827,284.8974,39.1295,177.886763,-21.635733,7.56
95368,78.2404,14.0832,291.023042,46.43842,7.56
69857,56.3856,70.4064,214.444663,33.255133,7.56
71034,6.5676,62.5549,217.91995,12.856442999999999,7.56
2174,116.2569,-36.2816,6.861223,26.278799,7.56
25576,243.681,-32.2106,81.996022,-38.906713,7.56
81666,66.9559,41.437,250.236491,42.461745,7.57
77140,323.6133,-3.4092,236.25065299999997,-59.123929000000004,7.57
87052,53.7509,25.8406,266.806896,28.910189000000003,7.57
45628,157.9073,41.9543,139.505524,57.905427,7.57
47968,269.1822,9.7764,146.644216,-40.679388,7.57
28649,182.1485,3.1516,90.747445,28.677018,7.57
61626,301.1193,4.9583,189.463009,-57.8656,7.57
25573,220.6589,-26.2638,81.98691,-18.003949,7.57
84383,342.5256,-4.2712,258.773768,-45.878683,7.57
105527,335.1694,-41.8992,320.596343,-59.863913000000004,7.57
99407,323.3506,-31.8474,302.644602,-71.642251,7.57
100793,306.9961,-28.6347,306.55172799999997,-86.104786,7.57
76709,99.4227,44.0046,234.96033599999998,64.66184399999999,7.57
8017,135.7413,-30.5605,25.732231,31.027263,7.57
19606,162.6665,-11.6039,63.016027,35.359561,7.57
15772,196.5401,-51.0528,50.817194,-11.347055000000001,7.57
66619,319.7127,46.0967,204.833646,-15.208637,7.57
95653,74.602,11.7396,291.851756,42.229296000000005,7.57
15106,263.4902,-54.1364,48.71774,-50.552128,7.57
12730,153.377,-32.083,40.908331,24.072945,7.57
1813,114.3375,-40.0212,5.750872,22.375001,7.57
58552,149.9078,69.7299,180.101868,44.630344,7.57
30142,186.7249,5.1279,95.14721800000001,25.608139,7.57
56762,283.9243,31.8638,174.55056399999998,-28.290615000000003,7.57
4582,126.4137,-58.6168,14.676839999999999,4.205799,7.57
2079,75.1826,-82.0909,6.567189,-21.672769,7.57
19197,165.5128,-16.0111,61.717402,30.273336999999998,7.57
63552,306.2717,44.9253,195.343527,-17.882054999999998,7.57
87476,10.1108,4.2421,268.09774300000004,-18.090084,7.57
107198,94.893,-2.1441,325.691898,50.1674,7.57
72073,100.4206,51.8445,221.14325,60.053743999999995,7.57
16737,168.2196,-29.2125,53.826547999999995,18.903079,7.57
109110,54.3358,-45.0634,331.522235,-5.3580309999999995,7.57
98135,18.2788,-24.1154,299.16707,-23.066182,7.57
74127,348.0599,38.7464,227.236451,-11.790481,7.57
87627,60.344,26.1612,268.50036800000004,34.666961,7.57
78424,114.7056,33.2434,240.152809,80.627798,7.57
90697,50.4929,14.2414,277.567659,21.866839000000002,7.57
51734,134.7493,39.989,158.556007,73.834484,7.57
23,104.2712,-47.698,0.07456499999999999,13.312234,7.57
38754,186.2906,27.499,119.00808700000002,34.369562,7.57
35697,156.3619,27.0415,110.48295800000001,60.325763,7.57
38464,239.5898,2.5974,118.187382,-22.224067,7.57
57664,199.429,76.1932,177.396714,29.498538,7.57
9257,138.4795,-26.484,29.750467999999998,34.339603000000004,7.57
43794,266.629,-0.821,133.786977,-46.360834000000004,7.57
29639,156.5561,18.0674,93.692676,57.774710999999996,7.57
28589,158.159,15.4711,90.523261,55.315461,7.57
66181,101.152,69.6928,203.465324,45.599641,7.57
20374,247.4744,-44.9574,65.444475,-42.787859999999995,7.57
51277,226.0042,54.5444,157.10558,14.753442999999999,7.57
44562,266.5683,1.4682,136.195403,-44.810371,7.57
69120,310.0709,-6.3494,212.233015,-68.14049,7.57
110289,354.6019,-55.5102,335.095869,-43.502789,7.57
106850,67.8358,-27.9109,324.62413300000003,13.684153,7.57
59284,176.9752,79.1884,182.418211,33.087184,7.57
98947,25.9028,-23.5295,301.340827,-16.373336,7.57
84031,72.4197,36.2677,257.668078,46.556034999999994,7.57
49871,243.8827,41.3695,152.755468,-2.415064,7.57
105057,64.3323,-23.717,319.228067,13.953178,7.57
85671,45.9923,27.4534,262.611569,22.872995,7.57
45377,161.0312,42.121,138.71501899999998,55.62021899999999,7.57
55123,130.5555,40.3485,169.290897,75.353088,7.57
38128,250.8039,-5.0112,117.205573,-35.739765999999996,7.57
60927,153.6777,81.0584,187.312698,34.703453,7.57
90248,352.0273,-13.3112,276.217461,-42.228978999999995,7.57
26938,166.082,7.8142,85.74927199999999,44.851458,7.57
46351,171.1968,45.498,141.755807,47.773223,7.57
6184,300.7283,-40.8596,19.837155,-76.149016,7.57
85039,50.7922,30.6548,260.69998300000003,27.859358,7.57
102380,59.0023,-17.6579,311.16177999999996,13.555335000000001,7.57
5588,129.0178,-39.9104,17.91745,22.722096,7.57
92050,349.3151,-18.4249,281.43029,-46.601296999999995,7.57
70016,339.6585,51.3243,214.895267,-5.1511949999999995,7.58
59999,297.6601,11.2874,184.583645,-51.245172,7.58
80150,86.7857,42.6612,245.400966,56.877083,7.58
57299,292.5338,9.9534,176.239982,-51.571186,7.58
82715,14.6901,23.6142,253.61212200000003,-4.163744,7.58
82657,319.229,-17.4365,253.457177,-72.103077,7.58
98804,32.8715,-20.2385,301.000849,-9.126832,7.58
646,70.8569,-76.9202,1.9972880000000002,-18.684727,7.58
109184,90.5577,-14.4316,331.775667,37.900756,7.58
109709,62.1186,-43.2006,333.334589,0.242319,7.58
16453,137.4472,9.1962,52.987987,67.42519300000001,7.58
44674,211.4883,37.3139,136.564948,17.111898999999998,7.58
37233,223.2865,7.9644,114.713895,-5.465567,7.58
88658,107.3469,28.9911,271.508847,76.13178,7.58
28852,234.9283,-21.9981,91.352787,-28.677414000000002,7.58
50576,283.6678,-0.4178,154.96977900000002,-57.507105,7.58
23620,221.8871,-32.5229,76.173935,-21.220969,7.58
60275,297.3028,18.2763,185.38577,-44.268415999999995,7.58
95457,15.4371,-17.3581,291.275768,-23.041829999999997,7.58
39806,168.8077,32.4904,122.012276,50.136768,7.58
96161,78.5631,12.4988,293.28598700000003,46.039390999999995,7.58
42017,223.7615,23.4049,128.474167,1.585464,7.58
92129,60.2551,14.3601,281.663436,30.586552,7.58
11805,146.6168,-26.0947,38.064492,32.098665000000004,7.58
48199,276.9709,1.3306,147.38988999999998,-52.127322,7.58
117881,92.1534,-61.3768,358.66107400000004,-1.946233,7.58
24084,292.8212,-30.8558,77.606109,-80.407862,7.58
47980,247.8754,30.5813,146.697281,-11.938884,7.58
113796,101.8842,-17.1079,345.68176,41.278248,7.58
37892,235.9175,2.904,116.488408,-18.904526999999998,7.58
9869,183.6844,-69.0834,31.738840999999997,-15.705704999999998,7.58
3162,118.9976,-46.9617,10.069749,15.824748000000001,7.58
79114,29.5206,42.9953,242.21518799999998,15.7964,7.58
9779,138.1355,-20.9073,31.442589,39.759786,7.58
100162,87.5863,8.9027,304.756564,51.977044,7.58
111518,76.9934,-40.1343,338.911695,10.327309,7.58
76797,337.7,15.7682,235.196514,-35.427673999999996,7.58
6821,299.7977,-41.863,21.937217999999998,-75.043502,7.58
24624,254.4943,-35.2907,79.22617,-48.191486,7.58
3483,115.8061,-76.1909,11.115349,-13.415817,7.58
55980,296.2527,-9.3313,172.087433,-71.117655,7.58
49239,171.596,51.8385,150.772904,46.197088,7.58
43402,270.4018,-4.9504,132.610373,-51.897412,7.58
111953,45.0026,-58.0681,340.16275099999996,-16.77093,7.58
70183,336.195,46.5989,215.38671800000003,-10.371148,7.58
9105,184.4564,-72.1167,29.317186,-17.676896,7.58
61618,291.1644,73.1398,189.409747,10.584139,7.58
32961,233.0363,-9.8648,102.97977,-22.303607,7.58
58408,284.4534,45.8491,179.639924,-15.116960999999998,7.58
21437,157.1818,0.0126,69.06289100000001,47.371001,7.58
54251,151.6886,56.9828,166.474953,53.850811,7.58
94101,2.9222,-18.392,287.340533,-34.489785,7.58
7591,281.5841,-67.9837,24.440967,-47.17815,7.58
20909,223.5958,-41.5516,67.225567,-25.194875,7.58
7184,138.6059,-49.7337,23.138592000000003,11.882579,7.59
7604,141.5072,-51.4229,24.487529000000002,9.763567,7.59
78358,326.6114,-2.871,239.97843999999998,-56.811384,7.59
98717,76.0652,4.8847,300.758533,40.17317,7.59
62162,285.1964,84.6209,191.094249,21.993493,7.59
81834,45.4989,38.6679,250.729379,25.854927,7.59
688,47.9441,-79.8516,2.115262,-24.093733,7.59
46082,161.1642,43.4615,140.95998500000002,55.193557999999996,7.59
20174,182.1595,-26.1913,64.869011,11.966178,7.59
93208,25.7922,-5.7735,284.782389,-8.970552,7.59
10038,136.8143,-14.9248,32.29724,45.840765000000005,7.59
117692,113.2865,-11.643,358.032357,50.11475,7.59
26534,220.6229,-23.4951,84.65777800000001,-16.919289000000003,7.59
16030,202.8623,-52.2019,51.600599,-15.363209,7.59
68873,323.7639,35.0892,211.546895,-24.740544,7.59
116819,55.7828,-71.8193,355.157721,-18.988896,7.59
31182,164.2215,17.9448,98.147339,50.957709,7.59
49086,290.7238,-13.6163,150.274549,-72.318471,7.59
40694,230.1144,15.4705,124.60283100000001,-7.571282000000001,7.59
89252,33.7616,11.2305,273.204148,5.822466,7.59
116695,96.4804,-46.9174,354.722903,12.194494,7.59
41677,224.4614,21.8702,127.448575,0.27355799999999997,7.59
49159,252.9235,31.5723,150.491749,-14.39285,7.59
39658,237.9432,7.3103,121.57200700000001,-18.373169,7.59
89816,24.8863,4.7361,274.950703,-4.961655,7.59
83991,20.0464,21.9928,257.543144,-0.760169,7.59
59592,271.2012,71.993,183.308695,11.516347999999999,7.59
69184,69.561,70.6107,212.435371,37.330047,7.59
17787,203.4821,-46.4982,57.10775,-13.306712,7.59
12231,134.1903,3.5842,39.366206,64.113407,7.59
67629,315.9365,23.9595,207.860022,-37.39235,7.59
73064,343.1687,39.0582,223.971602,-13.900707,7.59
90081,14.0166,-1.9236,275.753797,-17.677041,7.59
47676,281.392,-5.28,145.819267,-60.029326,7.59
7859,140.8776,-47.3612,25.268584,13.773447,7.59
101646,95.0405,10.9846,309.06765099999996,59.213141,7.59
453,95.6637,-64.2596,1.356105,-3.8516730000000003,7.59
79327,46.7812,46.0789,242.848881,28.438540000000003,7.59
36333,152.4789,28.2194,112.177379,63.874828,7.59
5228,302.2455,-35.4589,16.713106,-81.648844,7.59
3326,118.5938,-58.6288,10.596797,4.1665730000000005,7.59
75875,36.6638,54.2268,232.475553,23.817135,7.59
44705,207.9451,38.4211,136.635026,20.119307,7.59
97911,323.8278,-30.5618,298.453296,-71.40614599999999,7.59
3811,306.0106,-80.8502,12.252474000000001,-36.263535,7.59
60382,297.7147,16.9228,185.709203,-45.659021,7.59
58251,269.6578,64.6268,179.201356,5.344831,7.59
27598,167.5081,8.5663,87.655503,44.011508,7.59
33494,175.8137,18.4563,104.429983,40.829037,7.59
33706,186.2399,15.0251,105.04295,30.286236,7.59
32131,221.5484,-6.8166,100.654433,-10.749582,7.59
33442,247.1314,-14.8207,104.30069,-36.886788,7.59
28026,278.1082,-30.2074,88.909464,-68.04679399999999,7.59
108609,97.8737,-2.8205,330.030178,51.518215000000005,7.59
23740,201.4034,-23.8517,76.542469,-1.243946,7.59
107620,342.7643,-47.5024,326.980358,-52.930636,7.59
55869,288.5738,12.7451,171.771121,-47.761221,7.59
77077,345.867,23.7268,236.073559,-24.395410000000002,7.59
109673,346.3193,-52.5401,333.253155,-49.053696,7.59
84590,82.9049,35.2357,259.371688,55.056281999999996,7.59
52899,256.0854,46.0464,162.288244,-5.406905,7.59
1877,308.4404,-54.4054,5.928159,-62.425067000000006,7.59
59443,292.0893,34.9598,182.889264,-27.070884000000003,7.59
110260,322.5116,-44.0478,335.011142,-66.886042,7.59
67177,78.4791,74.5078,206.501488,37.525005,7.59
26975,256.8679,-31.0835,85.86112,-49.842399,7.59
25663,257.6673,-33.4773,82.215887,-50.715351,7.59
97287,13.0914,-23.3618,296.58029500000004,-27.265487,7.59
38158,223.8177,10.6128,117.29993,-4.658817,7.59
74316,95.6267,49.9969,227.85045,59.053895999999995,7.59
112260,49.3854,-57.8934,341.0721,-14.611754000000001,7.59
78475,333.4871,4.7698,240.292527,-46.538369,7.59
74328,3.0669,48.6348,227.874517,2.828401,7.59
35107,217.3498,4.5136,108.89302099999999,-1.860197,7.59
49330,167.8225,51.3222,151.036854,48.59121,7.6
67263,98.7571,66.6981,206.79543700000002,47.729123,7.6
62206,300.2009,54.3056,191.24860900000002,-8.532003,7.6
60154,278.2687,71.2497,185.033719,9.892465,7.6
104577,54.3616,-28.4823,317.763072,3.9195589999999996,7.6
24173,280.4819,-33.9615,77.867434,-69.54609,7.6
30176,215.4728,-9.805,95.24282099999999,-6.691967999999999,7.6
26288,216.6741,-22.6371,83.973145,-13.245111999999999,7.6
12850,194.8664,-61.1234,41.302101,-15.426651999999999,7.6
9234,135.1203,-15.8378,29.684703000000003,45.43525,7.6
87392,330.6673,-17.4157,267.891465,-62.635490000000004,7.6
91484,349.7442,-17.1118,279.870265,-45.750173,7.6
113386,28.7155,-64.6351,344.45082599999995,-26.108248,7.6
106163,48.9737,-37.0547,322.563313,-4.501938,7.6
89393,28.8569,8.2786,273.640219,0.175816,7.6
80765,26.0401,36.2914,247.354431,10.592042999999999,7.6
9974,137.528,-17.4878,32.108637,43.191009,7.6
53462,283.8251,10.4593,164.049153,-48.09105,7.6
82219,39.1382,35.9126,251.948081,20.205251,7.6
28272,186.436,-0.4781,89.602254,23.155888,7.6
70347,80.2136,65.2523,215.89133199999998,43.458724,7.6
18839,226.3945,-48.0482,60.59094,-28.530934999999996,7.6
52026,223.602,57.6472,159.441895,17.27862,7.6
44580,240.4582,22.7722,136.24176,-11.698112,7.6
38007,266.3126,-13.7258,116.84826699999999,-53.332446999999995,7.6
67615,26.026,76.3361,207.817997,24.69562,7.6
58093,275.1958,58.3413,178.71649,-1.451486,7.6
102935,33.4037,-32.7689,312.829359,-13.924420999999999,7.6
97358,21.7407,-20.484,296.825422,-18.746659,7.6
34283,217.4194,1.9156,106.615241,-3.115744,7.6
40545,216.048,22.3076,124.190653,7.372516,7.6
110984,5.7281,-58.4887,337.280323,-36.970024,7.6
85894,30.9822,20.8912,263.293453,7.7188740000000005,7.6
41901,228.0532,20.7612,128.159545,-3.178975,7.6
94143,92.6729,21.6603,287.443749,61.976649,7.6
16116,175.8999,-38.5635,51.906646,7.750471000000001,7.6
72706,5.8859,56.1643,222.98256099999998,8.825331,7.6
79541,346.6677,14.9922,243.462492,-30.212184000000004,7.6
81422,324.6439,-11.4057,249.44253700000002,-64.24933,7.6
70828,2.6171,61.984,217.261778,11.042759,7.6
4825,128.2485,-60.2368,15.498682999999998,2.525962,7.6
23061,237.587,-37.461,74.44360400000001,-34.892228,7.6
49647,266.9931,19.1775,152.007825,-32.059355,7.6
115767,79.8887,-58.288,351.81104799999997,-2.636919,7.6
4228,302.1442,-62.5321,13.486698,-54.592254000000004,7.6
97046,320.0378,-29.5054,295.84522799999996,-74.769136,7.6
107960,78.5705,-23.0522,328.08621400000004,24.012319,7.6
114215,87.3306,-42.9214,346.9506,12.673159,7.6
65217,25.2474,83.0861,200.486711,25.998169,7.6
97235,65.719,2.8314,296.428773,30.257118,7.6
31965,163.6798,19.501,100.204335,51.978326,7.6
78368,36.255,46.9606,239.99176699999998,21.621919000000002,7.6
95087,109.9531,25.0255,290.177981,78.160078,7.6
96318,41.8054,-7.6724,293.757533,4.3113470000000005,7.6
98576,336.2452,-31.9078,300.351287,-60.736059,7.6
51779,132.3166,37.7953,158.70467299999999,76.73187,7.6
60709,298.2878,17.8982,186.631256,-44.748740999999995,7.6
14361,248.3971,-59.2621,46.326128999999995,-40.984221999999995,7.6
53056,239.6082,56.4309,162.829621,9.14883,7.6
42480,209.7072,31.0393,129.91504799999998,16.141553,7.6
94209,339.9799,-24.9909,287.688633,-56.768668000000005,7.6
99430,9.4707,-29.9601,302.726315,-32.323481,7.6
102608,313.3571,-31.6658,311.901472,-79.853627,7.6
64585,307.5436,21.4554,198.568108,-41.211788,7.6
17271,152.7695,-9.2638,55.479151,43.514374,7.6
67050,330.8353,60.669,206.112978,0.70195,7.6
50528,208.85,55.7401,154.80455800000001,24.363848,7.6
111097,76.0353,-39.0294,337.607949,10.677352,7.6
42924,234.381,20.6631,131.21866799999998,-8.256839999999999,7.6
88275,51.3877,21.6945,270.392575,25.489617000000003,7.6
11950,230.2283,-67.2351,38.543872,-31.523840999999997,7.6
67785,331.225,55.8993,208.300484,-3.542193,7.6
34124,141.5432,26.8436,106.13713200000001,73.42788,7.6
16796,176.7142,-36.2473,54.048815000000005,8.886457,7.6
66927,328.6294,59.0687,205.740919,-1.207991,7.6
1363,118.2321,-5.6483,4.270283999999999,56.909572,7.61
73420,319.1942,0.438,225.067685,-58.306318000000005,7.61
54451,252.6274,55.689,167.111192,3.222646,7.61
87827,91.8289,30.1448,269.109351,62.619581999999994,7.61
104847,108.7349,16.6208,318.583256,73.173392,7.61
24427,219.7241,-29.3764,78.620736,-18.385106,7.61
13168,187.7616,-57.6938,42.332894,-10.550543,7.61
67748,310.7441,2.8426,208.186475,-59.096065,7.61
5843,296.0276,-61.1786,18.751951000000002,-55.632608999999995,7.61
14700,298.5859,-32.3843,47.474081,-83.53155600000001,7.61
36326,194.2008,18.725,112.16926200000002,24.648612,7.61
22021,185.2364,-20.7959,71.015498,12.991348,7.61
82553,316.8305,-18.937,253.11157400000002,-74.829567,7.61
48020,193.3103,50.0347,146.835009,32.782287,7.61
16380,177.1529,-38.3368,52.756021999999994,7.198308,7.61
102335,71.8335,-8.3195,311.01457400000004,29.146194,7.61
27633,280.2806,-30.5255,87.75238900000001,-69.902506,7.61
109547,326.46,-45.1174,332.848903,-64.014323,7.61
31655,203.2154,1.099,99.382486,9.144278,7.61
22773,184.1983,-17.1371,73.481838,15.931695999999999,7.61
59102,280.1706,60.2717,181.797632,-0.629953,7.61
85972,352.9645,-1.5771,263.559095,-35.733734999999996,7.61
49653,144.4633,43.6572,152.050663,66.027897,7.61
48819,148.4036,44.1878,149.375136,63.376208999999996,7.61
13624,263.6836,-57.6606,43.86916,-48.933064,7.61
78813,7.6053,34.2169,241.33835,-3.348533,7.61
106441,39.2011,-41.9586,323.393039,-13.450088000000001,7.61
100721,47.7955,-18.7553,306.305209,3.9890790000000003,7.61
65921,17.0929,80.6609,202.717544,24.237614999999998,7.61
72643,321.9287,8.587,222.78309700000003,-49.818339,7.61
93820,41.9526,0.454,286.592717,8.230002,7.61
31686,194.9872,5.37,99.440929,18.401566,7.61
16422,205.7516,-51.6661,52.856415000000005,-16.778979999999997,7.61
1879,117.8078,-17.5067,5.930172,45.089135999999996,7.61
49920,178.2588,54.3412,152.885907,41.7317,7.61
38632,177.9981,28.9898,118.66124099999999,41.818533,7.61
44189,290.1807,-18.9713,135.021189,-75.725612,7.61
57888,261.0976,67.8816,178.087084,9.948144000000001,7.61
92419,59.8294,13.3782,282.513679,29.815268,7.61
24133,173.2789,-4.4901,77.74629499999999,32.03881,7.61
93439,109.2199,25.9047,285.454512,77.675781,7.61
71193,60.5315,66.6915,218.40131200000002,35.585721,7.61
61265,300.3121,7.7985,188.333043,-54.981129,7.61
10601,261.6197,-66.4196,34.122077000000004,-43.261499,7.61
114838,100.1476,-26.9255,348.923607,31.675601,7.61
69054,330.2605,45.8382,212.017082,-12.928372999999999,7.61
97159,313.9689,-28.986,296.227201,-80.08861999999999,7.61
29155,294.1704,-28.2987,92.254432,-82.157528,7.61
116888,103.1674,-35.9519,355.391828,24.223812,7.61
21960,262.9301,-40.1884,70.807018,-54.593426,7.61
12567,132.2723,8.8613,40.403771,69.70965,7.61
20018,175.4851,-21.6428,64.409113,19.560909,7.61
46267,229.8533,35.3858,141.50110800000002,3.030295,7.61
59722,301.463,-18.4268,183.718412,-81.19415500000001,7.61
26999,213.3551,-19.0924,85.91382,-8.93776,7.61
37342,239.0185,-0.4942,114.97716799999999,-23.282957,7.61
61679,299.9826,27.6349,189.662789,-35.1636,7.61
36479,189.8448,20.7171,112.592933,29.191515000000003,7.61
20312,192.4039,-32.2269,65.269672,1.194379,7.61
111668,60.2604,-51.8031,339.324531,-6.067443,7.62
47922,291.0593,-15.6921,146.499641,-74.115728,7.62
35823,225.5183,2.3818,110.814444,-10.068375,7.62
46089,231.1747,34.0939,140.97753600000001,1.425809,7.62
90291,76.5591,24.0575,276.341044,48.297014000000004,7.62
74756,96.289,48.8341,229.167306,60.099327,7.62
56111,214.0568,71.6916,172.53085900000002,25.303423000000002,7.62
68026,19.502,74.7561,208.95079099999998,22.680467999999998,7.62
82486,43.4903,36.1691,252.880865,23.625681,7.62
98398,29.8775,-20.356,299.89159,-11.716988,7.62
25924,132.1256,23.7911,82.984224,81.0568,7.62
51614,261.5674,34.5401,158.171502,-16.958726000000002,7.62
43821,241.335,19.3052,133.865621,-14.405892999999999,7.62
102620,67.1166,-12.8787,311.920483,22.695787,7.62
115179,104.1919,-20.2227,349.935113,39.288913,7.62
29845,263.9702,-26.7988,94.269543,-55.414696,7.62
95312,57.8185,4.1242,290.87344900000005,23.975908,7.62
27348,202.8671,-12.7926,86.889768,2.9067540000000003,7.62
109443,342.2382,-51.0384,332.589341,-51.960097,7.62
114315,73.7522,-55.2303,347.267381,-2.452639,7.62
103302,328.6582,-37.0645,313.919946,-66.149936,7.62
23629,188.0193,-16.4736,76.204527,13.308864000000002,7.62
85576,14.2426,13.2042,262.319358,-9.990632000000002,7.62
195,114.4106,-14.6375,0.625781,47.42289,7.62
90446,339.0039,-18.9915,276.823233,-55.954285999999996,7.62
80860,327.3387,-7.927,247.67605099999997,-59.950669999999995,7.62
15787,156.0322,-19.592,50.868657,33.332029,7.62
53855,161.8666,60.248,165.264185,47.682296,7.62
975,312.5856,-57.8598,3.021916,-58.525166000000006,7.62
9997,130.9761,3.3802,32.189322,65.037425,7.62
107568,61.0554,-35.4974,326.79307400000005,4.40296,7.62
14615,152.1012,-19.5184,47.191278000000004,35.458693,7.62
52329,229.8497,57.0235,160.404847,13.978473000000001,7.62
24673,154.7706,10.0942,79.399602,55.516856999999995,7.62
73748,26.6751,58.7337,226.122552,19.841333,7.62
22865,231.7709,-37.1157,73.784459,-30.286146999999996,7.62
14640,171.8697,-41.9606,47.293872,7.460419,7.62
78465,346.9075,19.2136,240.267568,-27.047836,7.62
88385,84.8032,28.9049,270.72884500000004,56.4368,7.62
61536,300.0492,19.2993,189.10814299999998,-43.488490999999996,7.62
99807,54.5149,-11.8866,303.758315,13.087667999999999,7.62
12473,169.4773,-50.871,40.139959999999995,1.8663,7.62
74429,319.6913,-1.8985,228.16907799999998,-60.091651,7.62
21549,191.4134,-26.6898,69.405498,4.9827900000000005,7.62
69663,94.1171,61.7259,213.86645299999998,50.440162,7.62
97475,310.7468,-28.6605,297.179296,-82.926716,7.62
102703,56.0023,-20.7616,312.14915,9.466258,7.62
104960,75.4616,-14.3706,318.902502,28.009005,7.62
113377,24.3851,-64.835,344.428521,-27.966106,7.62
43271,223.6655,27.7359,132.227428,3.755781,7.62
63452,110.0456,81.9904,195.03118500000002,34.91935,7.62
55679,283.1675,25.2277,171.129284,-34.286201,7.62
12401,280.6285,-52.6198,39.916041,-59.567493999999996,7.62
6467,130.5277,-29.1129,20.800484,33.2899,7.62
12664,267.1429,-58.9521,40.673863,-49.729432,7.62
14713,150.727,-16.9296,47.526263,38.345526,7.62
87023,349.5405,-6.6005,266.72137799999996,-41.281841,7.62
96381,335.097,-28.8495,293.942326,-61.630928000000004,7.62
11106,157.9969,-47.9984,35.736047,8.545458,7.62
5328,138.4469,-74.5334,17.044395,-12.168077,7.62
51283,254.889,39.3027,157.11958,-9.881242,7.62
77329,359.3682,34.5208,236.81409700000003,-8.452957000000001,7.62
110361,98.7524,-7.4488,335.283771,48.23999,7.62
6520,128.4597,-14.1482,20.943363,48.376151,7.63
77539,349.0775,24.9813,237.48573199999998,-21.490741,7.63
40622,244.9838,5.9315,124.393635,-25.002337,7.63
91837,339.9806,-21.0685,280.856029,-55.767078000000005,7.63
115041,87.9947,-46.9315,349.49947599999996,9.503407000000001,7.63
77897,11.2467,39.6121,238.61407999999997,2.142497,7.63
4464,126.0616,-62.4943,14.304326000000001,0.342331,7.63
85146,41.1527,27.4467,261.000395,18.850878,7.63
61091,291.4595,63.748,187.810894,1.326958,7.63
67834,319.7639,34.1211,208.425468,-26.707363,7.63
30243,210.0118,-6.8541,95.431399,-0.5391279999999999,7.63
85350,103.9585,32.069,261.613876,72.806053,7.63
49959,187.6597,55.1415,152.999832,36.2513,7.63
91609,54.3043,13.1936,280.248476,24.825113,7.63
10950,142.1377,-22.4373,35.26012,37.070158,7.63
101184,93.8365,11.0571,307.643959,58.287243999999994,7.63
21485,164.6395,-6.5664,69.210691,37.439052000000004,7.63
94835,90.8348,20.0521,289.455254,59.836388,7.63
28369,222.613,-18.8262,89.90523,-16.78623,7.63
45104,181.8778,43.1523,137.827537,40.300438,7.63
57201,288.7936,22.0878,175.947319,-38.919721,7.63
58963,253.342,75.5164,181.354782,17.289313,7.63
12737,144.5145,-16.62,40.933113,41.497918,7.63
36720,185.2228,22.8485,113.290247,33.946241,7.63
22639,168.9655,-6.135,73.058299,34.443413,7.63
67467,118.1787,41.0205,207.386269,75.56701899999999,7.63
75330,347.5618,32.823,230.878733,-16.564104,7.63
106719,19.1569,-47.3032,324.250914,-28.609016999999998,7.63
98345,81.8778,9.2442,299.71623,47.363384,7.63
75894,64.577,54.8926,232.52309300000002,39.909048999999996,7.63
74001,12.0967,53.9897,226.83848500000002,10.529105,7.63
5651,159.9706,-81.7652,18.142769,-20.458633,7.63
106375,52.4289,-36.0374,323.168527,-1.608325,7.63
114603,77.8383,-53.9898,348.25151800000003,0.030788,7.63
57435,293.4288,7.4905,176.617756,-54.178154000000006,7.63
72459,328.3426,21.4534,222.257235,-35.550294,7.63
111159,86.1783,-28.7108,337.80418399999996,23.976034,7.63
98707,23.4673,-23.8247,300.728746,-18.546278,7.63
16557,157.742,-18.3614,53.300757999999995,33.35888,7.63
86003,27.7185,18.9364,263.66051600000003,4.099179,7.63
116420,59.9738,-69.5008,353.866854,-16.58353,7.63
52588,286.7013,1.104,161.295054,-57.733367,7.63
37073,153.1584,29.1131,114.274074,63.340237,7.63
5498,145.9864,-78.3214,17.597023999999998,-16.306765,7.63
47180,257.9873,18.5818,144.22047,-26.858201,7.63
110001,87.3087,-21.8816,334.20074900000003,30.091358000000003,7.63
31540,236.5022,-15.3066,99.036617,-27.622296999999996,7.63
18917,216.3015,-46.1679,60.81572,-21.417433,7.63
73615,347.7346,40.7767,225.71469100000002,-10.392353,7.63
104661,80.695,-8.6592,317.999906,35.644917,7.63
115263,92.6477,-42.4287,350.188302,15.048042,7.63
95416,7.768,-20.0983,291.142962,-30.802574,7.63
106911,29.1072,-46.1517,324.786289,-21.713793,7.63
73025,5.3079,54.831,223.860318,7.762039,7.63
108361,346.7237,-49.8895,329.284537,-49.698375,7.63
13865,243.213,-61.2733,44.639478999999994,-37.992313,7.63
99782,23.9352,-26.6615,303.678306,-19.207145,7.64
18605,279.4062,-41.6714,59.717898999999996,-65.881433,7.64
